,Tweet,Scores
957,sheismysin kpuid selamat pagi proses semua data masuk proses data menang pasl,1
958,tps ds gorowong parungpanjang bogor jabar suara sah mmbengkak jadi dahnilanzar fadlizon,1
961,maaf prof presiden ri jadi inget situng kpu sayanya,1
962,anggap situng kpu bermasalah zon henti hitung via post,1
964,agoeswidiantoro rmolco data c dipegang bpn sdh bukti menang nyata upaya menggagalk,1
966,tinjau situng kpu zon hitung caya masyarakat via tribunnews,1
971,dukung kawal penghitunggan kpu semanggat,1
979,petisi sdh dilaku disetujui waspada laku curang mulai kpu tingkat endah sd kpu tinggi,1
982,unkwonmouse kpuid gw kagak yakin emang mahasiswa kritis peduli,1
984,tanggapi temu jokowiahy demokrat sebut lalu dini bicara koalisi amir menyataka,1
985,cahyoyok msapunya kpuid bawasluri mana ngerti prof kaya gituan taunya  bulan,1
986,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan rekap data entry sel,1
989,zon situng kpu bermasalah baik dihenti,1
992,saran neehh hari tetap kpu mei yad lu comparare data c relawan saksi,1
993,kpuid msaiddidu hati dinilai hati ungkap benar gantung s,1
994,bangray akuntofa kpuid prabowo rasa menang qc tp deklarasi menang nyuruh org utk nego spy,1
998,kpuid tpi undangudang laku cmn buat ber duit qlu ber duit mnh laku namanya undangundang,1
